stop_id,date,wet_weather_score,boardings,alightings,dwell_time
141,2021-06-08,0.28864097254472665,2.0,0.0,28.05375180662093
172,2021-06-10,0.9019313399029071,0.0,1.0,34.14558852417023
122,2021-06-13,0.8328633392619759,5.0,8.0,30.97048370254329
112,2021-06-09,0.0036838863319619275,19.0,9.0,66.98667281229687
111,2021-06-10,0.457462556546978,3.0,3.0,18.771872473416174
178,2021-06-07,0.02680742142980186,14.0,6.0,58.40227984105188
152,2021-06-10,0.3187552185483189,2.0,2.0,29.434411214856162
142,2021-06-12,0.9752256450990554,1.0,1.0,28.34997795000538
102,2021-06-05,0.0992326798262273,17.0,18.0,142.8589732891423
111,2021-06-12,0.057162931745730616,1.0,1.0,15.167459914082528
182,2021-06-06,0.9565279526181519,2.0,9.0,27.829835816485264
111,2021-06-06,0.5722041337928336,0.0,0.0,16.048393027633768
184,2021-06-06,0.9891603790140355,6.0,10.0,43.065831028179275
116,2021-06-13,0.6166679882601924,7.0,3.0,94.2273406297658
194,2021-06-05,0.5176756908667215,2.0,14.0,32.76724625776234
148,2021-06-09,0.34914373916801844,3.0,3.0,39.77760057208281
184,2021-06-09,0.28354374327606313,1.0,2.0,33.593092160326535
122,2021-06-07,0.8824618075585269,3.0,2.0,25.33714964867983
169,2021-06-08,0.3112344765233198,7.0,5.0,29.26411365346068
108,2021-06-10,0.7552168542169805,2.0,2.0,28.525579145369647
181,2021-06-09,0.8320580222829995,9.0,5.0,48.5655820916556
177,2021-06-12,0.8925394312420787,0.0,7.0,74.5437917308866
187,2021-06-12,0.1471146469963749,15.0,7.0,64.34423890117412
156,2021-06-06,0.10109631576773892,0.0,0.0,11.424019951294184
121,2021-06-06,0.3930593341615509,2.0,1.0,27.191532364606807
138,2021-06-08,0.23737707435033895,4.0,3.0,60.37888750426716
122,2021-06-05,0.9946227385765156,0.0,12.0,36.32396097337774
133,2021-06-12,0.48621375806634815,0.0,1.0,46.31025062215001
194,2021-06-06,0.15839469440599407,6.0,5.0,31.111851648494845
101,2021-06-12,0.012761595686673233,0.0,0.0,8.833871988081663
147,2021-06-09,0.05388049753935176,15.0,9.0,69.95323831998007
146,2021-06-10,0.46276939380130966,5.0,2.0,93.45912590168935
195,2021-06-11,0.450844148362851,1.0,3.0,27.297274033211377
105,2021-06-13,0.876972471284171,0.0,0.0,9.971928210209896
183,2021-06-07,0.8448847153195729,7.0,6.0,43.72381117088786
114,2021-06-08,0.9703188090592392,3.0,2.0,38.956220024910984
179,2021-06-13,0.6374947022477067,2.0,2.0,53.846590669731654
180,2021-06-13,0.3792511535018779,10.0,6.0,41.764327642875976
116,2021-06-12,0.48618747967625275,6.0,1.0,119.2499995438223
108,2021-06-08,0.7256370051768238,4.0,3.0,22.82951984454924
191,2021-06-07,0.8355000563391519,14.0,6.0,64.9081161792068
184,2021-06-09,0.5015729938235663,0.0,5.0,31.522339562759186
147,2021-06-09,0.3002476776436209,1.0,5.0,35.60301959347786
129,2021-06-13,0.6561422585688026,0.0,0.0,1.6959905865885017
194,2021-06-11,0.7084034909560718,6.0,6.0,29.738726573665545
146,2021-06-05,0.9290467468727376,7.0,4.0,96.4642154745416
167,2021-06-08,0.4458330834270574,3.0,6.0,39.326593680529754
166,2021-06-11,0.7582654246356252,3.0,8.0,37.97643315677141
122,2021-06-06,0.5709989147028323,15.0,8.0,61.38660555990349
127,2021-06-09,0.28564896668724205,7.0,6.0,291.83367615979546
138,2021-06-12,0.6002890426347185,3.0,6.0,74.34133096518984
184,2021-06-07,0.28392565170941575,7.0,6.0,42.3268778346808
109,2021-06-06,0.7860163213253243,1.0,3.0,61.35128392679238
182,2021-06-08,0.7734364271754168,0.0,5.0,27.137992910232036
109,2021-06-06,0.06920672988049237,0.0,5.0,63.348045766491936
178,2021-06-10,0.15514963089920375,10.0,6.0,47.353350449391954
125,2021-06-11,0.16119686315482473,1.0,0.0,40.2552903065969
162,2021-06-12,0.7808517934674839,11.0,7.0,43.81119386340019
195,2021-06-06,0.22367056746451675,9.0,2.0,64.49141887451876
173,2021-06-06,0.019610330921162045,3.0,2.0,34.83130925195079
123,2021-06-08,0.3690427521704037,0.0,5.0,59.183599592101714
173,2021-06-07,0.09046513424456804,7.0,6.0,36.0301623203679
120,2021-06-11,0.6615197602564233,0.0,3.0,33.01837881543947
173,2021-06-13,0.29021887275662983,0.0,1.0,37.69982178034239
103,2021-06-08,0.5984730387091982,3.0,1.0,30.28436304602684
153,2021-06-12,0.1468815467739324,2.0,6.0,44.10958819960419
184,2021-06-13,0.8158010974091752,0.0,13.0,36.480481029382084
125,2021-06-05,0.012936026137892243,3.0,7.0,35.38447957355105
194,2021-06-11,0.29508728572378295,0.0,0.0,3.3973857785501043
133,2021-06-05,0.38204343502003013,0.0,9.0,48.67075955710436
187,2021-06-13,0.7276172303103245,2.0,3.0,32.59724117431237
168,2021-06-11,0.5507034613091581,2.0,3.0,24.617387766984297
188,2021-06-08,0.7704917599155926,2.0,4.0,67.04778919402672
148,2021-06-06,0.08065611827603303,9.0,5.0,54.848137087414514
193,2021-06-08,0.6918518947612824,8.0,4.0,248.37642983657298
128,2021-06-05,0.7982995957186209,19.0,14.0,115.28810846995496
193,2021-06-06,0.5773695436781178,4.0,2.0,242.24014743566113
153,2021-06-05,0.6402877433597043,6.0,3.0,58.087171420637986
116,2021-06-07,0.47987686763266313,18.0,9.0,114.22913115500363
105,2021-06-13,0.6316824955784016,0.0,0.0,2.8719815583069512
183,2021-06-11,0.6401793191523713,2.0,1.0,42.77858337639296
153,2021-06-08,0.7458394493056718,5.0,13.0,46.56840156417866
193,2021-06-12,0.4367593394959626,7.0,7.0,231.70812959857415
132,2021-06-11,0.7191572493088777,4.0,8.0,141.42700624050343
188,2021-06-13,0.46665869719751385,2.0,0.0,72.69303316520407
100,2021-06-10,0.9953515406189721,2.0,4.0,49.98841699338645
142,2021-06-05,0.11880323413549032,0.0,3.0,20.400154452034084
159,2021-06-08,0.5658592988360425,0.0,8.0,42.611107563360875
130,2021-06-08,0.5786639085213394,3.0,2.0,51.01702907096918
101,2021-06-13,0.04870883196637832,11.0,20.0,55.247336339315694
111,2021-06-13,0.5054180143310625,13.0,13.0,40.04364556185207
182,2021-06-07,0.6750850449994652,0.0,0.0,0.555438774660234
138,2021-06-11,0.6716520357573712,2.0,13.0,65.67772276812492
116,2021-06-11,0.10211752836783261,0.0,7.0,89.06960602787285
192,2021-06-12,0.8973082467863405,3.0,1.0,40.29224892165191
124,2021-06-12,0.9945406778215076,7.0,7.0,59.08109348224626
151,2021-06-10,0.9750426120972236,11.0,6.0,44.528666575625465
146,2021-06-12,0.0033478404226640057,5.0,12.0,95.37431643349161
195,2021-06-13,0.26252410131153314,6.0,9.0,55.774337833929074
132,2021-06-06,0.047446920943161275,4.0,8.0,123.27405937210432
182,2021-06-07,0.9201019877077281,0.0,13.0,33.678025216312086
191,2021-06-12,0.13203702824711372,0.0,8.0,43.98687463793358
101,2021-06-09,0.9927704182740736,3.0,6.0,27.608728881377573
192,2021-06-10,0.44667399392644036,4.0,3.0,47.98251919058554
108,2021-06-08,0.9504396082299151,3.0,1.0,31.383188486485224
168,2021-06-08,0.8049151370141208,0.0,0.0,9.537778438751323
153,2021-06-08,0.2691745834993883,12.0,18.0,56.20421095135352
133,2021-06-13,0.77411864344527,15.0,5.0,64.06293994124641
195,2021-06-12,0.9503904519513143,4.0,10.0,39.52224144578462
135,2021-06-10,0.8576266610715443,2.0,12.0,70.43770925842686
185,2021-06-10,0.6740461408683969,18.0,17.0,66.96338025884594
181,2021-06-13,0.8034256077802918,0.0,0.0,2.39449525041758
153,2021-06-09,0.8429652611043847,4.0,2.0,50.31898378387267
199,2021-06-07,0.7393064334319365,5.0,5.0,141.31128334259728
159,2021-06-06,0.16546318336871257,10.0,5.0,49.38368345538219
156,2021-06-11,0.21900795906324533,2.0,15.0,92.53674337498848
133,2021-06-05,0.25634038333763354,0.0,5.0,41.161468153363586
167,2021-06-12,0.8778847489912357,6.0,5.0,46.07211538164745
114,2021-06-13,0.25978916469634916,17.0,6.0,68.1914073397556
101,2021-06-10,0.8948804416871136,13.0,9.0,56.61205200124461
111,2021-06-13,0.45780575906919363,10.0,3.0,37.13401165079835
118,2021-06-13,0.8423008935773363,5.0,3.0,91.52089388489111
122,2021-06-11,0.300282208831823,19.0,8.0,65.16425246301293
136,2021-06-13,0.7970622946813334,1.0,1.0,43.812161870919645
197,2021-06-06,0.16108308250305825,4.0,16.0,49.53423475311118
148,2021-06-08,0.1787425719098963,5.0,7.0,44.61541477308363
104,2021-06-09,0.597182496227978,1.0,12.0,48.51802875234165
151,2021-06-08,0.9431710712470824,1.0,3.0,24.57876158469191
126,2021-06-12,0.4877592876232638,7.0,4.0,67.67753947614143
174,2021-06-12,0.8909060671458835,2.0,1.0,22.57295884556025
157,2021-06-12,0.961990746109396,4.0,6.0,68.45176014909026
133,2021-06-12,0.9998809563900525,0.0,0.0,12.394860016291522
153,2021-06-12,0.4613454320022793,15.0,20.0,68.76423489463042
180,2021-06-12,0.9712192369412864,0.0,7.0,24.262270251298865
146,2021-06-11,0.932054841322488,3.0,18.0,115.55283587775622
122,2021-06-05,0.3282005366999834,0.0,0.0,10.175817580318139
187,2021-06-05,0.1648449934074152,1.0,1.0,30.2453519319777
129,2021-06-08,0.863751491632362,1.0,0.0,19.537484119251836
168,2021-06-09,0.6191318667830257,3.0,3.0,57.30965718608461
171,2021-06-10,0.5650434212531512,5.0,3.0,57.621893751941755
175,2021-06-06,0.45071439757238685,5.0,9.0,86.05376461616179
112,2021-06-12,0.7659461639201629,14.0,8.0,59.14922103803278
135,2021-06-06,0.8926552022046331,5.0,9.0,82.69329758972322
193,2021-06-05,0.449726354433427,11.0,13.0,237.56700130318694
197,2021-06-12,0.07632751824437345,0.0,0.0,8.38250919489515
127,2021-06-12,0.23771723083410068,5.0,6.0,282.21022970398985
164,2021-06-07,0.9246266480824068,0.0,4.0,21.864315337511556
127,2021-06-07,0.2834574166175319,4.0,4.0,266.67571073955725
192,2021-06-10,0.6728553894818627,2.0,8.0,47.23662817451191
160,2021-06-09,0.5576086626724513,3.0,7.0,44.170679041321044
134,2021-06-06,0.07681689925072888,5.0,1.0,113.61724355798307
120,2021-06-10,0.7518818932030802,3.0,4.0,31.83103379521709
130,2021-06-07,0.023540971637762476,1.0,4.0,47.99031878736804
188,2021-06-06,0.11954664894445133,0.0,1.0,56.58881679091748
139,2021-06-12,0.04268807906276384,10.0,3.0,48.79471309591515
135,2021-06-05,0.8578060743118958,0.0,4.0,73.77832743669285
153,2021-06-10,0.49090853956542346,10.0,20.0,66.46922423340975
102,2021-06-06,0.8830072962397562,0.0,0.0,8.498308033992204
141,2021-06-06,0.7586314333701538,2.0,1.0,25.128722691036355
164,2021-06-10,0.5980480621118454,3.0,15.0,36.77278215713867
117,2021-06-05,0.05708659886895229,14.0,5.0,67.70194886762891
195,2021-06-05,0.7320585082010042,8.0,3.0,45.7736587795279
133,2021-06-05,0.9836797198872923,15.0,6.0,63.82414964136359
182,2021-06-12,0.042551873777781246,4.0,1.0,33.07529993063706
161,2021-06-06,0.6467168342118742,13.0,5.0,68.983502286037
195,2021-06-06,0.910165969830343,3.0,2.0,33.14208807286755
110,2021-06-10,0.08513927664319376,2.0,1.0,32.29255366806229
164,2021-06-05,0.4517935018949407,0.0,12.0,43.82652990217002
186,2021-06-11,0.9977666440321205,4.0,4.0,37.136125935228975
195,2021-06-10,0.025729382028441772,1.0,14.0,44.88069693293969
138,2021-06-13,0.7126516962390872,0.0,7.0,60.68132087980416
194,2021-06-10,0.7620395993785846,1.0,1.0,21.292221994804187
160,2021-06-06,0.2713891967466725,8.0,6.0,43.825937005843144
162,2021-06-08,0.9033783369628338,0.0,0.0,0.5396288468281503
148,2021-06-10,0.8615221232857012,5.0,4.0,41.110334562139265
195,2021-06-08,0.8739523941977567,0.0,2.0,30.74549132043093
161,2021-06-10,0.32902294947861066,0.0,1.0,38.42340256705122
116,2021-06-11,0.6663782179870358,9.0,7.0,110.42172021415564
197,2021-06-07,0.6295086819371154,11.0,6.0,68.4070801434859
163,2021-06-10,0.49210933180670247,0.0,1.0,109.74833775112059
167,2021-06-05,0.8604766403501273,4.0,6.0,50.03636719164293
194,2021-06-06,0.8848782735908807,0.0,6.0,31.508378416360326
148,2021-06-06,0.17415026002679335,1.0,1.0,43.11760377832246
133,2021-06-06,0.474779476473592,13.0,9.0,61.464247740680804
146,2021-06-10,0.23500583872523106,0.0,0.0,5.817764680459888
132,2021-06-05,0.28807559107104097,3.0,1.0,117.88923287134769
163,2021-06-09,0.48730606263988663,0.0,0.0,10.083260197240197
192,2021-06-09,0.05216362161380439,0.0,1.0,38.55099530096557
176,2021-06-12,0.18195614917259573,0.0,0.0,4.176648636662281
181,2021-06-10,0.38958986825015307,9.0,13.0,39.53646775447782
133,2021-06-10,0.19467185064217607,15.0,16.0,69.91097072442028
160,2021-06-05,0.8947368519090649,3.0,3.0,28.722466277121327
122,2021-06-06,0.9786782427968005,1.0,17.0,50.48987590760742
126,2021-06-07,0.8130402395877675,16.0,11.0,84.95961840462556
111,2021-06-11,0.17426191954595172,0.0,0.0,0.5237183613839052
138,2021-06-11,0.739886169938889,3.0,7.0,59.367177613759225
187,2021-06-08,0.6120425084686516,1.0,12.0,39.3858767974723
195,2021-06-09,0.8388833015065807,0.0,0.0,6.339381033586013
179,2021-06-05,0.20318917030540595,7.0,6.0,62.29799769822871
184,2021-06-09,0.7993584597453278,13.0,8.0,50.92052187169457
100,2021-06-08,0.2590672559242694,8.0,10.0,60.48911746095958
148,2021-06-12,0.8947933991195159,4.0,5.0,40.43716589029989
100,2021-06-08,0.3962781920925942,5.0,4.0,38.76105215097858
128,2021-06-06,0.6652571534740193,0.0,6.0,91.58647571242957
194,2021-06-08,0.6386437112258666,0.0,3.0,18.20149495125872
181,2021-06-08,0.9984458301357909,4.0,19.0,39.396907359453394
138,2021-06-05,0.1367752192573306,12.0,4.0,78.62776760620054
111,2021-06-12,0.2709852545870596,6.0,15.0,31.724015715486722
194,2021-06-07,0.7932917628515759,9.0,5.0,39.337517458348444
166,2021-06-10,0.1370028383252273,7.0,10.0,44.832803714094005
183,2021-06-10,0.8654155848305131,3.0,5.0,38.33717781885718
196,2021-06-07,0.4558795112114513,3.0,3.0,27.116012128825982
108,2021-06-09,0.46113779971892843,19.0,15.0,55.00505485949287
148,2021-06-06,0.11875200904923522,3.0,10.0,36.64356281966978
101,2021-06-05,0.009161103503021795,0.0,2.0,33.27589933843079
129,2021-06-12,0.29747821204458325,5.0,3.0,34.44518582027024
182,2021-06-13,0.30233909039635,6.0,1.0,42.41154116177026
173,2021-06-07,0.9609125828788454,1.0,17.0,41.59440423129891
179,2021-06-07,0.25287086849818075,17.0,9.0,84.20151755667027
106,2021-06-09,0.0750436421634344,10.0,4.0,67.51589460447987
129,2021-06-13,0.17990543649696644,4.0,14.0,32.847209684934946
155,2021-06-11,0.5065049859196459,2.0,12.0,57.570709863947165
138,2021-06-11,0.48363719903423696,1.0,0.0,56.03724599179812
173,2021-06-13,0.14997301471197833,2.0,0.0,26.204629700722293
120,2021-06-11,0.6027559804745521,7.0,3.0,31.313018325920982
146,2021-06-10,0.8971028052857081,15.0,18.0,121.93037174790597
195,2021-06-10,0.05645294562987013,4.0,18.0,43.935213804323936
153,2021-06-09,0.3292751618660984,3.0,4.0,38.28070135286866
170,2021-06-12,0.8003187052920449,1.0,4.0,43.29620419059862
170,2021-06-10,0.03878281851875365,1.0,14.0,50.46581048758074
139,2021-06-13,0.44500321815800237,7.0,8.0,39.28151438161514
153,2021-06-08,0.09307858029331395,9.0,13.0,55.16413440945332
187,2021-06-07,0.5316328799733929,2.0,9.0,39.464954521684525
106,2021-06-05,0.9925441461672244,1.0,8.0,51.98245030086279
116,2021-06-08,0.8365368211032015,4.0,3.0,87.31631148456086
135,2021-06-05,0.798134434093536,0.0,0.0,1.725477330210419
127,2021-06-08,0.9679840259764763,1.0,0.0,272.2329126288712
130,2021-06-12,0.2962829258968971,0.0,0.0,0.6605466800286169
177,2021-06-08,0.040627531498910185,11.0,18.0,91.75981630056782
127,2021-06-10,0.6619718319731318,12.0,5.0,289.87152948151703
182,2021-06-13,0.9400117987602323,17.0,7.0,52.475081843790214
169,2021-06-07,0.8912133003878178,5.0,9.0,23.18207760766847
163,2021-06-07,0.4429839338612215,4.0,3.0,103.42939657120864
106,2021-06-06,0.3805862119392367,0.0,12.0,54.49678109544929
133,2021-06-06,0.36777840134533824,0.0,0.0,5.5855966835897455
161,2021-06-05,0.8314088051517798,2.0,1.0,39.89216682614788
149,2021-06-07,0.07099714283473624,0.0,0.0,8.064187965273463
121,2021-06-06,0.41959885117787,1.0,6.0,31.616380262160988
122,2021-06-09,0.12300045350902311,2.0,11.0,33.33658366152956
146,2021-06-12,0.8902454718409523,0.0,0.0,0.4258900935390158
125,2021-06-13,0.6098801019551328,0.0,15.0,51.78468186070489
107,2021-06-05,0.6754228291866766,2.0,12.0,52.11630518680788
150,2021-06-05,0.5381924097199574,0.0,0.0,5.940134266555615
170,2021-06-12,0.8508697385850879,14.0,21.0,58.822176204366784
165,2021-06-09,0.6305601269219737,18.0,9.0,71.60482340550543
160,2021-06-08,0.8260197413459754,4.0,7.0,35.51781372988724
195,2021-06-05,0.1857642770546878,14.0,14.0,55.61233520145409
149,2021-06-05,0.5738547414539413,0.0,0.0,2.9347724449386243
129,2021-06-13,0.2494230901823511,10.0,7.0,37.83302231446579
135,2021-06-07,0.011169837925912751,2.0,3.0,66.07460096332764
108,2021-06-11,0.1496027373539336,12.0,4.0,44.88901058757412
192,2021-06-11,0.9594086154734092,3.0,3.0,55.27106814074859
155,2021-06-10,0.3212708823071546,5.0,12.0,51.44455293164231
148,2021-06-05,0.346355233856077,0.0,7.0,53.40259559293028
160,2021-06-12,0.9340103430813601,0.0,4.0,41.34309308994932
127,2021-06-11,0.06520308865133129,3.0,5.0,265.3929968662593
116,2021-06-07,0.11201076940522603,3.0,3.0,96.44971263162174
175,2021-06-13,0.4635171391534776,4.0,6.0,83.64544436328107
196,2021-06-11,0.4560775706516361,0.0,6.0,41.084246930494594
194,2021-06-06,0.92417014811935,1.0,0.0,30.251513604480838
122,2021-06-10,0.535996711932851,9.0,17.0,39.318818502969776
125,2021-06-12,0.6417401709694627,18.0,7.0,71.92066514815863
137,2021-06-10,0.6832999706866607,3.0,3.0,25.641165479001913
192,2021-06-07,0.005710538707106916,0.0,1.0,32.46632093972166
111,2021-06-10,0.1319375810690787,8.0,11.0,51.93649901746252
191,2021-06-13,0.907851379368702,1.0,9.0,35.95087942505407
195,2021-06-06,0.609052346683644,2.0,2.0,35.69988155219619
156,2021-06-10,0.7720641929889039,9.0,9.0,92.77259330115936
148,2021-06-13,0.7750528080793104,5.0,3.0,54.45381847430028
194,2021-06-07,0.498764761605608,12.0,5.0,39.64604601970462
182,2021-06-05,0.7595033212611056,11.0,13.0,40.62034961727648
181,2021-06-08,0.6495334512001436,0.0,5.0,35.86272203975964
186,2021-06-07,0.824465616052609,2.0,9.0,32.35283117207565
130,2021-06-13,0.3464702575326819,0.0,10.0,45.76594473296784
159,2021-06-13,0.9437187262574518,0.0,8.0,40.91826851584115
146,2021-06-05,0.588341445553607,2.0,2.0,95.2231036399587
182,2021-06-08,0.07485618939612404,1.0,3.0,21.883289624853983
181,2021-06-07,0.05318649052023927,8.0,8.0,50.751051073489975
153,2021-06-10,0.537080652292266,3.0,5.0,57.923089816121674
134,2021-06-10,0.9392230327481826,3.0,10.0,124.03960174236462
118,2021-06-06,0.30041558997193596,11.0,7.0,87.0365253571541
168,2021-06-07,0.38969957874029715,0.0,4.0,44.35246898325531
160,2021-06-11,0.44013914629125495,11.0,4.0,52.57379723142418
155,2021-06-12,0.5397789698432562,9.0,7.0,66.36104154135174
155,2021-06-05,0.5391783740069301,0.0,1.0,38.47339033179021
188,2021-06-09,0.5906597145593715,5.0,14.0,66.26654674725032
118,2021-06-11,0.1028976692551794,1.0,6.0,63.86824614769471
113,2021-06-10,0.7507072338678797,2.0,2.0,40.264885009230035
147,2021-06-13,0.8110822851546343,3.0,1.0,37.046665843565414
118,2021-06-12,0.8732259050937811,0.0,1.0,64.22301221333724
128,2021-06-05,0.3134305800270232,0.0,0.0,2.198476290982692
132,2021-06-11,0.643986852045162,0.0,4.0,118.92453700729949
191,2021-06-13,0.04538724417038731,0.0,0.0,1.4097511606208792
126,2021-06-05,0.319819425975568,7.0,14.0,62.80503937361191
